name,longitude,latitude,transport_modes
Brusio,10.12525999439,46.25930999688,TRAIN
Brügg BE,7.27822199136,47.12363952549,TRAIN
Brünig-Hasliberg,8.13865406129,46.75776257156,TRAIN
Brüttelen,7.1483000045,47.02060000005,TRAIN
Bubendorf,7.74154000377,47.45958999446,TRAIN
Bubikon,8.82271483906,47.27084101315,TRAIN
Buchli,7.67838999781,47.2636300009,TRAIN
Buchrain,8.35665850186,47.09364991511,TRAIN
Buchs AG,8.06958833558,47.3897384092,TRAIN
Buchs SG,9.47863668892,47.16841197936,TRAIN
Buchs-Dällikon,8.43560174397,47.45340531179,TRAIN
Buckten,7.84780053102,47.40899104799,TRAIN
Bugnei,8.78646678543,46.68234743304,TRAIN
Buix,7.02996726363,47.47933325623,TRAIN
Bulle,7.05300172867,46.61922510286,TRAIN
Burgdorf,7.62169447355,47.06070072639,TRAIN
Burgdorf Buchmatt,7.60827597482,47.06545797084,TRAIN
Burgdorf Steinhof,7.61953942949,47.05119989377,TRAIN
Burghalden,8.69271907699,47.20867389935,TRAIN
Burgholz,7.60322933488,46.66575114055,TRAIN
Burgistein,7.52122672531,46.78943768492,TRAIN
Burglauenen,7.97533000304,46.63590999915,TRAIN
Burier,6.87712182481,46.44788647498,TRAIN
Bussigny,6.55182614923,46.54759036746,TRAIN
Bussnang,9.08416306615,47.55608405274,TRAIN
Busswil BE,7.31862288564,47.09868485099,TRAIN
Bussy-Chardonney,6.44650999784,46.52677999419,TRAIN
Buttes,6.55319500129,46.88834624693,TRAIN
Bäch SZ,8.72717426861,47.20098164193,TRAIN
Bäretswil,8.85217497971,47.33731917783,TRAIN
Bätterkinden,7.53440000642,47.13001999472,TRAIN
Bévieux,7.03088000499,46.25898999609,TRAIN
Bôle,6.83837449666,46.96942291832,TRAIN
Bühler,9.42109131824,47.37297497601,TRAIN
Bülach,8.53620919891,47.52394992292,TRAIN
Büren an der Aare,7.37124283051,47.1381571124,TRAIN
Büren zum Hof,7.51880999629,47.09594999394,TRAIN
Bürglen TG,9.14987658921,47.54909842869,TRAIN
Bütschwil,9.07515106362,47.35959125215,TRAIN
Cadenazzo,8.94169889979,46.15261998874,TRAIN
Cadera,10.05137000307,46.34526999758,TRAIN
Cama,9.16913998278,46.27281693598,TRAIN
Camedo,8.61094488637,46.15475130258,TRAIN
Campascio,10.13169000567,46.24466999647,TRAIN
Campocologno,10.14206000572,46.23322000105,TRAIN
Capolago-Riva S. Vitale,8.97890525715,45.90283729575,TRAIN
Cappella-Agnuzzo,8.92444999754,45.99325999356,TRAIN
Carolina,10.05986999888,46.6703699939,TRAIN
Caslano,8.87629000197,45.97773999722,TRAIN
Castione-Arbedo,9.04146180622,46.22292165314,TRAIN
Castrisch,9.23307999347,46.77848999514,TRAIN
Cavadürli,9.86802999532,46.870400002,TRAIN
Cavaglia,10.04413999727,46.36431999644,TRAIN
Cavigliano,8.72120410435,46.18376031928,TRAIN
Cazis,9.43293999777,46.71986999757,TRAIN
Celerina,9.85844000586,46.51397999616,TRAIN
Celerina Staz,9.86512000071,46.50964999965,TRAIN
